label,p_full,p_tab_only,p_img_only,d_tab,d_img,img_reliance,shap_mag,gcam_mag,category
0,0.28158318996429443,0.4167124330997467,0.26531487703323364,0.01626831293106079,0.13512924313545227,0.89254567722764,0.03535618970791507,0.13020572066307068,both-weak
0,0.4391448497772217,0.4174923300743103,0.41333919763565063,0.025805652141571045,0.021652519702911377,0.4562441893342094,0.031649474998315386,0.1311958134174347,both-weak
1,0.44616931676864624,0.37867847084999084,0.46584081649780273,0.019671499729156494,0.0674908459186554,0.7743118622373956,0.026488018135229316,0.19556136429309845,both-weak
1,0.43900245428085327,0.37951868772506714,0.45274800062179565,0.013745546340942383,0.05948376655578613,0.812294367922437,0.027802554170290893,0.15651938319206238,both-weak
1,0.31216689944267273,0.4193030595779419,0.29386812448501587,0.01829877495765686,0.10713616013526917,0.8541173279575276,0.03321350097656245,0.08441830426454544,both-weak
0,0.3166552484035492,0.41998836398124695,0.29840952157974243,0.018245726823806763,0.10333311557769775,0.8499267227531342,0.0338988053798675,0.08589538931846619,both-weak
0,0.3521727919578552,0.42052531242370605,0.3288519084453583,0.023320883512496948,0.06835252046585083,0.7456089775602218,0.03443575382232661,0.09346660226583481,both-weak
1,0.7045870423316956,0.38125666975975037,0.7019556164741516,0.0026314258575439453,0.3233303725719452,0.991927165117219,0.03527322918176653,0.17225855588912964,both-weak
0,0.6915060877799988,0.37521910667419434,0.7080556154251099,0.016549527645111084,0.31628698110580444,0.9502772781447812,0.022874557028213963,0.17149150371551514,both-weak
1,0.5638849139213562,0.3762328624725342,0.5969858169555664,0.033100903034210205,0.18765205144882202,0.850054502725582,0.02219885468482974,0.1247205063700676,both-weak
1,0.8178989291191101,0.37723812460899353,0.8272718191146851,0.009372889995574951,0.4406608045101166,0.979172893270583,0.020849769016107224,0.2222219705581665,image-driven
1,0.758868396282196,0.39388054609298706,0.753341555595398,0.005526840686798096,0.364987850189209,0.9850833160634896,0.02772983243068068,0.22265976667404175,image-driven
0,0.32924050092697144,0.3795641362667084,0.3395764231681824,0.010335922241210938,0.05032363533973694,0.8296075515636007,0.02075927724440863,0.14530272781848907,both-weak
0,0.7291859984397888,0.3708164691925049,0.7303465604782104,0.0011605620384216309,0.35836952924728394,0.9967719753248161,0.025924607714017403,0.21355192363262177,both-weak
1,0.9058734178543091,0.3746689260005951,0.9063427448272705,0.0004693269729614258,0.531204491853714,0.9991172464253183,0.025515858232974954,0.25729164481163025,image-driven
0,0.7289608120918274,0.3763900101184845,0.743123471736908,0.014162659645080566,0.3525708019733429,0.9613815734283004,0.018412578999996036,0.2599359154701233,image-driven
1,0.8050234317779541,0.37758031487464905,0.8150562644004822,0.010032832622528076,0.42744311690330505,0.9770665281049904,0.017082322935263204,0.32408422231674194,image-driven
0,0.7683497071266174,0.37905505299568176,0.7794770002365112,0.011127293109893799,0.38929465413093567,0.9722110565899826,0.015563044399022598,0.2996706962585449,image-driven
1,0.8831347227096558,0.3804864287376404,0.8889632821083069,0.005828559398651123,0.5026482939720154,0.9885371984085689,0.01748459279537147,0.3539605736732483,image-driven
1,0.8429913520812988,0.3818436563014984,0.8499714732170105,0.00698012113571167,0.4611476957798004,0.9850892625168137,0.020456424951553257,0.31111210584640503,image-driven
1,0.8190276622772217,0.3831212818622589,0.8262612819671631,0.007233619689941406,0.43590638041496277,0.983676423872832,0.023292545278867004,0.31300362944602966,image-driven
1,0.8991069793701172,0.38437211513519287,0.903061032295227,0.003954052925109863,0.5147348642349243,0.9923768125401105,0.026032806535561878,0.32785555720329285,image-driven
1,0.8682122826576233,0.3854648768901825,0.8727816939353943,0.004569411277770996,0.4827474057674408,0.9906233049544438,0.028558100163936694,0.3100283145904541,image-driven
1,0.8445377945899963,0.38659149408340454,0.8494356870651245,0.004897892475128174,0.4579463005065918,0.9894178160954052,0.030905077556768835,0.3623284697532654,image-driven
1,0.8140661120414734,0.3877859115600586,0.8192567229270935,0.005190610885620117,0.4262802004814148,0.9879699376445096,0.03305255840221999,0.3754522502422333,image-driven
